"","_id","field","description","createdBy","updatedAt","createdAt","isDeleted","isActive","spOutputs","outputs","inputs","context_filter","context_set","shareWithSP","intentType","__v","updatedBy"
"20","5c739325558bf400162bfc2f","mon_ngon_place","Context set for ctx_find_place (post intent)","5c6e19c7b531d76e930ff248",2019-02-25 15:12:17,2019-02-24 21:22:55,TRUE,TRUE,"list()","5c739325558bf400162bfc2d","character(0)","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"21","5c7397b6558bf400162bfc35","ask_address_find_place","ctx_find_place > ask_address","5c6e19c7b531d76e930ff248",2019-03-04 08:42:49,2019-02-24 21:22:55,TRUE,TRUE,"list()","5c7397b6558bf400162bfc33","character(0)","5c73699ff2fc6f0016eea0f9","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"22","5c7398e1558bf400162bfc3b","more_results_find_place","more_results in ctx_find_place (post intent)","5c6e19c7b531d76e930ff248",2019-02-25 15:19:46,2019-02-24 21:22:55,TRUE,TRUE,"list()","5c7398e1558bf400162bfc39","character(0)","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"23","5c739843558bf400162bfc38","sp_what_menu_find_place","ctx_find_place > sp_what_menu","5c6e19c7b531d76e930ff248",2019-03-04 08:45:57,2019-02-24 21:22:55,TRUE,TRUE,"list()","5c739843558bf400162bfc36","character(0)","5c73699ff2fc6f0016eea0f9","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"24","5c739370558bf400162bfc32","what_to_eat_now_place","Context set for ctx_find_place (post intent)","5c6e19c7b531d76e930ff248",2019-02-25 15:15:20,2019-02-24 21:22:55,TRUE,TRUE,"list()","5c739370558bf400162bfc30","character(0)","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"25","5c737378558bf400162bfc25","find_food_place","Context set for ctx_find_place (post_intent)","5c6e19c7b531d76e930ff248",2019-03-04 08:41:22,2019-02-24 21:22:55,FALSE,TRUE,"list()","5c737378558bf400162bfc23","character(0)","list()","5c73699ff2fc6f0016eea0f9",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"26","5c73733c558bf400162bfc22","find_food_place",NA,"5c6e19c7b531d76e930ff248",2019-02-24 21:22:55,2019-02-24 21:22:55,TRUE,TRUE,"list()","5c73733c558bf400162bfc20","character(0)","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"27","5c120d16770dd50015ce6e00","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-13 14:38:14,2018-12-13 14:38:14,TRUE,TRUE,"list()","5c120d16770dd50015ce6dfe","c(""5c120d16770dd50015ce6dfa"", ""5c120d16770dd50015ce6dfb"", ""5c120d16770dd50015ce6dfc"", ""5c120d16770dd50015ce6dfd"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"28","5c1212f9770dd50015ce6e30","faq_promotion","Context set for ctx_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,"list()","5c1212f9770dd50015ce6e2e","c(""5c1212f9770dd50015ce6e01"", ""5c1212f9770dd50015ce6e02"", ""5c1212f9770dd50015ce6e03"", ""5c1212f9770dd50015ce6e04"", ""5c1212f9770dd50015ce6e05"", ""5c1212f9770dd50015ce6e06"", ""5c1212f9770dd50015ce6e07"", ""5c1212f9770dd50015ce6e08"", ""5c1212f9770dd50015ce6e09"", ""5c1212f9770dd50015ce6e0a"", ""5c1212f9770dd50015ce6e0b"", ""5c1212f9770dd50015ce6e0c"", ""5c1212f9770dd50015ce6e0d"", ""5c1212f9770dd50015ce6e0e"", ""5c1212f9770dd50015ce6e0f"", ""5c1212f9770dd50015ce6e10"", ""5c1212f9770dd50015ce6e11"", ""5c1212f9770dd50015ce6e12"", 
""5c1212f9770dd50015ce6e13"", ""5c1212f9770dd50015ce6e14"", ""5c1212f9770dd50015ce6e15"", ""5c1212f9770dd50015ce6e16"", ""5c1212f9770dd50015ce6e17"", ""5c1212f9770dd50015ce6e18"", ""5c1212f9770dd50015ce6e19"", ""5c1212f9770dd50015ce6e1a"", ""5c1212f9770dd50015ce6e1b"", ""5c1212f9770dd50015ce6e1c"", ""5c1212f9770dd50015ce6e1d"", ""5c1212f9770dd50015ce6e1e"", ""5c1212f9770dd50015ce6e1f"", ""5c1212f9770dd50015ce6e20"", ""5c1212f9770dd50015ce6e21"", ""5c1212f9770dd50015ce6e22"", ""5c1212f9770dd50015ce6e23"", ""5c1212f9770dd50015ce6e24"", 
""5c1212f9770dd50015ce6e25"", ""5c1212f9770dd50015ce6e26"", ""5c1212f9770dd50015ce6e27"", ""5c1212f9770dd50015ce6e28"", ""5c1212f9770dd50015ce6e29"", ""5c1212f9770dd50015ce6e2a"", ""5c1212f9770dd50015ce6e2b"", ""5c1212f9770dd50015ce6e2c"", ""5c1212f9770dd50015ce6e2d"", ""5c13849ada31050015d0ad3f"")","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"29","5c120cebc2ebf100152e5d91","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,TRUE,TRUE,"list()","5c120cebc2ebf100152e5d8f","c(""5c120cebc2ebf100152e5d8d"", ""5c120cebc2ebf100152e5d8e"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"30","5c120d4cc2ebf100152e5d9d","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,TRUE,TRUE,"list()","5c120d4cc2ebf100152e5d9b","c(""5c120d4cc2ebf100152e5d92"", ""5c120d4cc2ebf100152e5d93"", ""5c120d4cc2ebf100152e5d94"", ""5c120d4cc2ebf100152e5d95"", ""5c120d4cc2ebf100152e5d96"", ""5c120d4cc2ebf100152e5d97"", ""5c120d4cc2ebf100152e5d98"", ""5c120d4cc2ebf100152e5d99"", ""5c120d4cc2ebf100152e5d9a"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"31","5c120dd0c2ebf100152e5da9","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,TRUE,TRUE,"list()","5c120dd0c2ebf100152e5da7","c(""5c120dd0c2ebf100152e5d9e"", ""5c120dd0c2ebf100152e5d9f"", ""5c120dd0c2ebf100152e5da0"", ""5c120dd0c2ebf100152e5da1"", ""5c120dd0c2ebf100152e5da2"", ""5c120dd0c2ebf100152e5da3"", ""5c120dd0c2ebf100152e5da4"", ""5c120dd0c2ebf100152e5da5"", ""5c120dd0c2ebf100152e5da6"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"32","5c10d5bac2ebf100152e5d3b","tich_diem",NA,"5a502b7306f776d2ffa2fea6",2018-12-13 16:45:26,2018-12-12 14:33:38,FALSE,TRUE,"list()","5c10d5bac2ebf100152e5d39","c(""5c10d5bac2ebf100152e5d2a"", ""5c10d5bac2ebf100152e5d2b"", ""5c10d5bac2ebf100152e5d2c"", ""5c10d5bac2ebf100152e5d2d"", ""5c10d5bac2ebf100152e5d2e"", ""5c10d5bac2ebf100152e5d2f"", ""5c10d5bac2ebf100152e5d30"", ""5c10d5bac2ebf100152e5d31"", ""5c10d5bac2ebf100152e5d32"", ""5c10d5bac2ebf100152e5d33"", ""5c10d5bac2ebf100152e5d34"", ""5c10d5bac2ebf100152e5d35"", ""5c10d5bac2ebf100152e5d36"", ""5c10d5bac2ebf100152e5d37"", ""5c120a706c01cb001524c6fa"", ""5c120a706c01cb001524c6fb"", ""5c122a367ab5510015cb09cc"", ""5c122a367ab5510015cb09cd"", 
""5c122a367ab5510015cb09ce"", ""5c122a367ab5510015cb09cf"", ""5c122a367ab5510015cb09d0"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"33","5c120bc0c2ebf100152e5d8c","vi_cua_ban",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,FALSE,TRUE,"list()","5c120bc0c2ebf100152e5d8a","c(""5c120bc0c2ebf100152e5d78"", ""5c120bc0c2ebf100152e5d79"", ""5c120bc0c2ebf100152e5d7a"", ""5c120bc0c2ebf100152e5d7b"", ""5c120bc0c2ebf100152e5d7c"", ""5c120bc0c2ebf100152e5d7d"", ""5c120bc0c2ebf100152e5d7e"", ""5c120bc0c2ebf100152e5d7f"", ""5c120bc0c2ebf100152e5d80"", ""5c120bc0c2ebf100152e5d81"", ""5c120bc0c2ebf100152e5d82"", ""5c120bc0c2ebf100152e5d83"", ""5c120bc0c2ebf100152e5d84"", ""5c120bc0c2ebf100152e5d85"", ""5c120bc0c2ebf100152e5d86"", ""5c120bc0c2ebf100152e5d87"", ""5c120bc0c2ebf100152e5d88"", ""5c120bc0c2ebf100152e5d89""
)","list()","list()",FALSE,"0",0,NA
"34","5c120e23c2ebf100152e5dbe","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,TRUE,TRUE,"list()","5c120e23c2ebf100152e5dbc","c(""5c120e23c2ebf100152e5daa"", ""5c120e23c2ebf100152e5dab"", ""5c120e23c2ebf100152e5dac"", ""5c120e23c2ebf100152e5dad"", ""5c120e23c2ebf100152e5dae"", ""5c120e23c2ebf100152e5daf"", ""5c120e23c2ebf100152e5db0"", ""5c120e23c2ebf100152e5db1"", ""5c120e23c2ebf100152e5db2"", ""5c120e23c2ebf100152e5db3"", ""5c120e23c2ebf100152e5db4"", ""5c120e23c2ebf100152e5db5"", ""5c120e23c2ebf100152e5db6"", ""5c120e23c2ebf100152e5db7"", ""5c120e23c2ebf100152e5db8"", ""5c120e23c2ebf100152e5db9"", ""5c120e23c2ebf100152e5dba"", ""5c120e23c2ebf100152e5dbb""
)","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"35","5c120e8bc2ebf100152e5de1","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,TRUE,TRUE,"list()","5c120e8bc2ebf100152e5ddf","c(""5c120e8bc2ebf100152e5dbf"", ""5c120e8bc2ebf100152e5dc0"", ""5c120e8bc2ebf100152e5dc1"", ""5c120e8bc2ebf100152e5dc2"", ""5c120e8bc2ebf100152e5dc3"", ""5c120e8bc2ebf100152e5dc4"", ""5c120e8bc2ebf100152e5dc5"", ""5c120e8bc2ebf100152e5dc6"", ""5c120e8bc2ebf100152e5dc7"", ""5c120e8bc2ebf100152e5dc8"", ""5c120e8bc2ebf100152e5dc9"", ""5c120e8bc2ebf100152e5dca"", ""5c120e8bc2ebf100152e5dcb"", ""5c120e8bc2ebf100152e5dcc"", ""5c120e8bc2ebf100152e5dcd"", ""5c120e8bc2ebf100152e5dce"", ""5c120e8bc2ebf100152e5dcf"", ""5c120e8bc2ebf100152e5dd0"", 
""5c120e8bc2ebf100152e5dd1"", ""5c120e8bc2ebf100152e5dd2"", ""5c120e8bc2ebf100152e5dd3"", ""5c120e8bc2ebf100152e5dd4"", ""5c120e8bc2ebf100152e5dd5"", ""5c120e8bc2ebf100152e5dd6"", ""5c120e8bc2ebf100152e5dd7"", ""5c120e8bc2ebf100152e5dd8"", ""5c120e8bc2ebf100152e5dd9"", ""5c120e8bc2ebf100152e5dda"", ""5c120e8bc2ebf100152e5ddb"", ""5c120e8bc2ebf100152e5ddc"", ""5c120e8bc2ebf100152e5ddd"", ""5c120e8bc2ebf100152e5dde"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"36","5c120f1dc2ebf100152e5e11","faq_promotion",NA,"5a502b7306f776d2ffa2fea6",2018-12-12 14:33:38,2018-12-12 14:33:38,TRUE,TRUE,"list()","5c120f1cc2ebf100152e5e0f","c(""5c120f1cc2ebf100152e5de2"", ""5c120f1cc2ebf100152e5de3"", ""5c120f1cc2ebf100152e5de4"", ""5c120f1cc2ebf100152e5de5"", ""5c120f1cc2ebf100152e5de6"", ""5c120f1cc2ebf100152e5de7"", ""5c120f1cc2ebf100152e5de8"", ""5c120f1cc2ebf100152e5de9"", ""5c120f1cc2ebf100152e5dea"", ""5c120f1cc2ebf100152e5deb"", ""5c120f1cc2ebf100152e5dec"", ""5c120f1cc2ebf100152e5ded"", ""5c120f1cc2ebf100152e5dee"", ""5c120f1cc2ebf100152e5def"", ""5c120f1cc2ebf100152e5df0"", ""5c120f1cc2ebf100152e5df1"", ""5c120f1cc2ebf100152e5df2"", ""5c120f1cc2ebf100152e5df3"", 
""5c120f1cc2ebf100152e5df4"", ""5c120f1cc2ebf100152e5df5"", ""5c120f1cc2ebf100152e5df6"", ""5c120f1cc2ebf100152e5df7"", ""5c120f1cc2ebf100152e5df8"", ""5c120f1cc2ebf100152e5df9"", ""5c120f1cc2ebf100152e5dfa"", ""5c120f1cc2ebf100152e5dfb"", ""5c120f1cc2ebf100152e5dfc"", ""5c120f1cc2ebf100152e5dfd"", ""5c120f1cc2ebf100152e5dfe"", ""5c120f1cc2ebf100152e5dff"", ""5c120f1cc2ebf100152e5e00"", ""5c120f1cc2ebf100152e5e01"", ""5c120f1cc2ebf100152e5e02"", ""5c120f1cc2ebf100152e5e03"", ""5c120f1cc2ebf100152e5e04"", ""5c120f1cc2ebf100152e5e05"", 
""5c120f1cc2ebf100152e5e06"", ""5c120f1cc2ebf100152e5e07"", ""5c120f1cc2ebf100152e5e08"", ""5c120f1cc2ebf100152e5e09"", ""5c120f1cc2ebf100152e5e0a"", ""5c120f1cc2ebf100152e5e0b"", ""5c120f1cc2ebf100152e5e0c"", ""5c120f1cc2ebf100152e5e0d"", ""5c120f1cc2ebf100152e5e0e"")","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"37","5bfe0585042ed5001525956d","review",NA,"5a502b7306f776d2ffa2fea6",2018-11-28 10:06:46,2018-11-27 19:05:09,FALSE,TRUE,"list()","5bfe0584042ed5001525956b","c(""5bfe0584042ed50015259560"", ""5bfe0584042ed50015259561"", ""5bfe0584042ed50015259562"", ""5bfe0584042ed50015259563"", ""5bfe0584042ed50015259564"", ""5bfe0584042ed50015259565"", ""5bfe0584042ed50015259566"", ""5bfe0584042ed50015259567"", ""5bfe0584042ed50015259568"", ""5bfe0584042ed50015259569"", ""5bfe0584042ed5001525956a"", ""5bfe0646042ed5001525956e"", ""5bfe0646042ed5001525956f"", ""5bfe0646042ed50015259570"", ""5bfe0646042ed50015259571"", ""5bfe0646042ed50015259572"", ""5bfe0646042ed50015259573"", ""5bfe0646042ed50015259574""
)","list()","list()",FALSE,"0",0,"5a502b7306f776d2ffa2fea6"
"38","5bc15de9e7cb6c0013c25837","scan_code","","5a502b7306f776d2ffa2fea6",2019-03-04 16:39:26,2018-10-12 16:14:19,FALSE,TRUE,"list()","5bc15de9e7cb6c0013c25835","c(""5bc15f88a776db00136b83fd"", ""5bc15de9e7cb6c0013c2582e"", ""5bc15de9e7cb6c0013c25830"", ""5bc15de9e7cb6c0013c25831"", ""5bc15de9e7cb6c0013c25832"", ""5bc15de9e7cb6c0013c25833"", ""5bc15de9e7cb6c0013c25834"", ""5bc15f88a776db00136b83f9"", ""5bc15f88a776db00136b83fa"", ""5bc15f88a776db00136b83fb"", ""5bc15f88a776db00136b83fc"", ""5bc15de9e7cb6c0013c2582f"", ""5bc15f88a776db00136b83fe"", ""5bc15f88a776db00136b83ff"", ""5bc15f88a776db00136b8400"", ""5bc15f88a776db00136b8401"", ""5bc15f88a776db00136b8402"", ""5bc15f88a776db00136b8403"", 
""5bc15f88a776db00136b8404"", ""5bc15f88a776db00136b8405"", ""5bc15f88a776db00136b8406"", ""5bc15f88a776db00136b8407"", ""5bc1602025436d00134d9c1f"", ""5bc1602025436d00134d9c20"", ""5bc1602025436d00134d9c21"", ""5bc1602025436d00134d9c22"", ""5bc1602025436d00134d9c23"", ""5bc1602025436d00134d9c24"")","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"39","5bbeb1e000035f001319be80","ask_address",NA,"5a502b7306f776d2ffa2fea6",2019-03-04 17:29:06,2018-10-10 14:41:35,FALSE,TRUE,"list()","5bbeb1df00035f001319be7e","c(""5bc0054493f72d0013f4d9b1"", ""5bbeb36cbd5c63001351a38d"", ""5bbeb1df00035f001319be7a"", ""5bbeb1df00035f001319be7b"", ""5bbeb1df00035f001319be7c"", ""5bbeb1df00035f001319be7d"", ""5bbeb36cbd5c63001351a388"", ""5bbeb1df00035f001319be79"", ""5bbeb36cbd5c63001351a38a"", ""5bbeb36cbd5c63001351a38b"", ""5bbeb36cbd5c63001351a38c"", ""5bbeb1df00035f001319be78"", ""5bbeb36cbd5c63001351a38e"", ""5bbeb36cbd5c63001351a38f"", ""5bbeb36cbd5c63001351a390"", ""5bbeb4f319c3f7001358fd7a"", ""5bbeb4f319c3f7001358fd7b"", ""5bbeb4f319c3f7001358fd7c"", 
""5bbeb4f319c3f7001358fd7d"", ""5bbeb4f319c3f7001358fd7e"", ""5bbeb4f319c3f7001358fd7f"", ""5bbeb4f319c3f7001358fd80"", ""5bc0054493f72d0013f4d9a2"", ""5bc0054493f72d0013f4d9a3"", ""5bc0054493f72d0013f4d9a4"", ""5bc0054493f72d0013f4d9a5"", ""5bc0054493f72d0013f4d9a6"", ""5bc0054493f72d0013f4d9a7"", ""5bc0054493f72d0013f4d9a8"", ""5bc0054493f72d0013f4d9a9"", ""5bc0054493f72d0013f4d9aa"", ""5bc0054493f72d0013f4d9ab"", ""5bc0054493f72d0013f4d9ac"", ""5bc0054493f72d0013f4d9ad"", ""5bc0054493f72d0013f4d9ae"", ""5bc0054493f72d0013f4d9af"", 
""5bc0054493f72d0013f4d9b0"", ""5bbeb36cbd5c63001351a389"", ""5bc0054493f72d0013f4d9b2"", ""5bc0054493f72d0013f4d9b3"", ""5bc0054493f72d0013f4d9b4"", ""5bc0054493f72d0013f4d9b5"", ""5bc0054493f72d0013f4d9b6"", ""5bc0054493f72d0013f4d9b7"", ""5bc0054493f72d0013f4d9b8"", ""5bc0054493f72d0013f4d9b9"", ""5bc0054493f72d0013f4d9ba"", ""5bc0054493f72d0013f4d9bb"", ""5bc0054493f72d0013f4d9bc"", ""5bc0054493f72d0013f4d9bd"", ""5bc0054493f72d0013f4d9be"", ""5bc0054493f72d0013f4d9bf"", ""5bc0054493f72d0013f4d9c0"", ""5bc0054493f72d0013f4d9c1"", 
""5bc0054493f72d0013f4d9c2"", ""5bc0054493f72d0013f4d9c3"", ""5bc0054493f72d0013f4d9c4"", ""5bc0054493f72d0013f4d9c5"", ""5bc0054493f72d0013f4d9c6"", ""5bc0054493f72d0013f4d9c7"", ""5bc0054493f72d0013f4d9c8"", ""5bc0054493f72d0013f4d9c9"", ""5bc0054493f72d0013f4d9ca"", ""5bc0054493f72d0013f4d9cb"", ""5bc0054493f72d0013f4d9cc"", ""5bc0054493f72d0013f4d9cd"", ""5bc0054493f72d0013f4d9ce"", ""5bc0054493f72d0013f4d9cf"", ""5bc0054493f72d0013f4d9d0"", ""5bc0054493f72d0013f4d9d1"", ""5bc0054493f72d0013f4d9d2"", ""5bc0054493f72d0013f4d9d3"", 
""5bc0054493f72d0013f4d9d4"", ""5bc0054493f72d0013f4d9d5"", ""5bc5b29dd76a520013d9b12d"")","list()","list()",FALSE,"0",0,"5c6e19c7b531d76e930ff248"
"40","5b9b7ac10c8b170013a08466","cafe_yen_tinh",NA,"5a502b7306f776d2ffa2fea6",2018-09-27 14:17:36,2018-09-14 11:24:32,TRUE,TRUE,"list()","5b9b7ac10c8b170013a08464","c(""5b9b7ac10c8b170013a0845c"", ""5b9b7ac10c8b170013a0845d"", ""5b9b7ac10c8b170013a0845e"", ""5b9b7ac10c8b170013a0845f"", ""5b9b7ac10c8b170013a08460"", ""5b9b7ac10c8b170013a08461"", ""5b9b7ac10c8b170013a08462"", ""5b9b7ac10c8b170013a08463"")","list()","list()",FALSE,"0",0,"5a25cd17f36d280fefe391ac"
