provider,Converstion_rate,Note,__v,background,brand,createdAt_pro,createdBy,description,excludedProviders,gonjoyGiftValue,includedProviders,levels,loyaltyProgram,milestone,milestoneMess,name,onModel,status,synonyms,type,updatedAt_pro,updatedBy,validDate
5b052a0dd3765900147d2fb4,"5e-05,5e-05,5e-05",-->-->,0,,,2019-06-03 02:11:21.608,5b052a0dd3765900147d2fb4,Khách Hàng Thân Thiết,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': False, 'name': 'Đồng', 'type': 0, '_id': ObjectId('5cf4a61ff4a35200145ea4a3'), 'milestone': 10, 'conversionRate': 5e-05, 'reachingMilestoneMessage': '- Voucher 30%\n- Giảm giá 10% cho thành viên Hạng Bạc', 'note': ''}, {'isRenewable': False, 'name': 'Bạc', 'type': 0, '_id': ObjectId('5cf4a61ff4a35200145ea4a2'), 'milestone': 30, 'conversionRate': 5e-05, 'reachingMilestoneMessage': '- Voucher 50%\n- Giảm giá 15% cho thành viên hạng Vàng', 'note': ''}, {'isRenewable': False, 'name': 'Vàng', 'type': 1, '_id': ObjectId('5cf4a61ff4a35200145ea4a1'), 'milestone': 0, 'conversionRate': 5e-05, 'reachingMilestoneMessage': '- 1 điểm được quy đổi thành 1,000 đồng', 'note': ''}]",5cf4a61ff4a35200145ea4a0,"10,30,0","- Voucher 30%
- Giảm giá 10% cho thành viên Hạng Bạc-->- Voucher 50%
- Giảm giá 15% cho thành viên hạng Vàng-->- 1 điểm được quy đổi thành 1,000 đồng","Đồng,Bạc,Vàng",Provider,0,GOnJOY,"0,0,1",2019-06-03 08:48:27.439,5b052a0dd3765900147d2fb4,2022-06-03 21:42:01.000
5b052a0dd3765900147d2fb4,"5e-05,5e-05,0.0",-->- Giảm giá 10% trên hóa đơn cho Thành Viên Bạc-->- Giảm giá 15% hóa đơn cho thành viên Vàng,0,,,2019-06-03 02:11:21.608,5b052a0dd3765900147d2fb4,Chăm Sóc Khách Hàng Thân Thiết,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': False, 'name': 'Đồng', 'type': 0, '_id': ObjectId('5cf4e0adf4a35200145ea4a7'), 'milestone': 10, 'conversionRate': 5e-05, 'reachingMilestoneMessage': '- Voucher 30% \n', 'note': ''}, {'isRenewable': False, 'name': 'Bạc', 'type': 1, '_id': ObjectId('5cf4e0adf4a35200145ea4a6'), 'milestone': 100, 'conversionRate': 5e-05, 'reachingMilestoneMessage': '- Voucher 50%', 'note': '- Giảm giá 10% trên hóa đơn cho Thành Viên Bạc'}, {'isRenewable': False, 'name': 'Vàng', 'type': 1, '_id': ObjectId('5cf4e0adf4a35200145ea4a5'), 'milestone': 0, 'conversionRate': 0, 'reachingMilestoneMessage': '', 'note': '- Giảm giá 15% hóa đơn cho thành viên Vàng'}]",5cf4e0adf4a35200145ea4a4,"10,100,0","- Voucher 30% 
-->- Voucher 50%-->","Đồng,Bạc,Vàng",,1,GOnJOY,"0,1,1",2019-06-13 04:19:42.565,,2022-06-04 01:48:41.000
5cda15c34e523c001601ee71,"3.3333333333333335e-05,3.3333333333333335e-05,3.3333333333333335e-05,0.0","Mỗi chi tiêu 30.000 được tính 1 điểm. 
Đạt 10 điểm thăng hạng KHỦNG LONG CON và nhận ngay 1 ly sữa tươi trân châu đường đen-->_  Mỗi chi tiêu 30.000 được tính 1 điểm. Đạt 30 điểm thăng hạng KHỦNG LONG TRƯỞNG THÀNH
_  Phần thưởng voucher trị giá 100.000đ khi đạt mốc 30 điểm-->_  Mỗi chi tiêu 30.000 được tính 1 điểm. Đạt 60 điểm thăng hạng KHỦNG LONG BẠO CHÚA
_ Phần thưởng voucher trị giá 150.000 khi đạt mốc 60 điểm
_ Giảm 10% hóa đơn tại cửa hàng Xô Viết Nghệ Tĩnh cho thành viên hạng KHỦNG LONG TRƯỞNG THÀNH-->Giảm 15% hóa đơn tại cửa hàng Xô Viết Nghệ Tĩnh cho thành viên hạng KHỦNG LONG BẠO CHÚA
",0,5cda15c34e523c001601ee71_a951ce84-9672-4f92-b5a2-029db1056803.jpg,,2019-05-31 19:11:13.527,5cda15c34e523c001601ee71,"Tích điểm dể dàng - Nhận ngàn ưu đãi từ Tea Rex Milk Tea & Coffee
Chương trình tích điểm áp dụng tại cửa hàng Xô Viết Nghệ Tĩnh.
Thời hạn tích điểm đến hết ngày 31/8/2019",[],-1,[ObjectId('5cda15c34e523c001601ee71')],"[{'isRenewable': False, 'name': 'Hạng Trứng Khủng Long', 'type': 1, '_id': ObjectId('5cf1eb18b9e9fc0014d7f2af'), 'milestone': 10, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': '1 ly sữa tươi trân châu đường đen', 'note': 'Mỗi chi tiêu 30.000 được tính 1 điểm. \nĐạt 10 điểm thăng hạng KHỦNG LONG CON và nhận ngay 1 ly sữa tươi trân châu đường đen'}, {'isRenewable': False, 'name': 'Hạng Khủng Long Con', 'type': 1, '_id': ObjectId('5cf1eb18b9e9fc0014d7f2ae'), 'milestone': 30, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': 'Nhận ngay voucher 100k ', 'note': '_  Mỗi chi tiêu 30.000 được tính 1 điểm. Đạt 30 điểm thăng hạng KHỦNG LONG TRƯỞNG THÀNH\n_  Phần thưởng voucher trị giá 100.000đ khi đạt mốc 30 điểm'}, {'isRenewable': False, 'name': 'Hạng Khủng Long Trưởng Thành', 'type': 1, '_id': ObjectId('5cf1eb18b9e9fc0014d7f2ad'), 'milestone': 60, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': 'Nhận ngay voucher 150k', 'note': '_  Mỗi chi tiêu 30.000 được tính 1 điểm. Đạt 60 điểm thăng hạng KHỦNG LONG BẠO CHÚA\n_ Phần thưởng voucher trị giá 150.000 khi đạt mốc 60 điểm\n_ Giảm 10% hóa đơn tại cửa hàng Xô Viết Nghệ Tĩnh cho thành viên hạng KHỦNG LONG TRƯỞNG THÀNH'}, {'isRenewable': False, 'name': 'Hạng Khủng Long Bạo Chúa', 'type': 1, '_id': ObjectId('5cf1eb18b9e9fc0014d7f2ac'), 'milestone': 0, 'conversionRate': 0, 'reachingMilestoneMessage': '', 'note': 'Giảm 15% hóa đơn tại cửa hàng Xô Viết Nghệ Tĩnh cho thành viên hạng KHỦNG LONG BẠO CHÚA\n'}]",5cf1eb18b9e9fc0014d7f2ab,"10,30,60,0",1 ly sữa tươi trân châu đường đen-->Nhận ngay voucher 100k -->Nhận ngay voucher 150k-->,"Hạng Trứng Khủng Long,Hạng Khủng Long Con,Hạng Khủng Long Trưởng Thành,Hạng Khủng Long Bạo Chúa",Provider,1,Tea Rex coffee & milk tea,"1,1,1,1",2019-06-01 03:50:11.580,5cda15c34e523c001601ee71,2019-08-31 15:30:42.000
5ce79f7fb5444f00162ed117,"3.3333333333333335e-05,2.5e-05,2e-05",-->-->,0,,,2019-05-24 07:49:03.883,5ce79f7fb5444f00162ed117,Khtt,[],-1,[ObjectId('5ce79f7fb5444f00162ed117')],"[{'isRenewable': False, 'name': 'Thân thiết', 'type': 1, '_id': ObjectId('5ce7a219d991a40017a666be'), 'milestone': 30, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': 'Voucher 20%', 'note': ''}, {'isRenewable': False, 'name': 'Thân thuộc', 'type': 1, '_id': ObjectId('5ce7a219d991a40017a666bd'), 'milestone': 70, 'conversionRate': 2.5e-05, 'reachingMilestoneMessage': 'Giảm 150.000 đ', 'note': ''}, {'isRenewable': False, 'name': 'Dài lâu', 'type': 1, '_id': ObjectId('5ce7a219d991a40017a666bc'), 'milestone': 120, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Voucher 70%', 'note': ''}]",5ce7a219d991a40017a666bb,"30,70,120",Voucher 20%-->Giảm 150.000 đ-->Voucher 70%,"Thân thiết,Thân thuộc,Dài lâu",Provider,0,Restaurant RED,"1,1,1",2019-05-24 09:13:04.702,5ce79f7fb5444f00162ed117,2019-06-25 00:46:28.000
5ce21db5bd6a19001633ddde,2e-05,"Với hoá đơn từ 50,000₫ bạn đã tích được 1 lượt tại Trà sữa Aiko. Tích đủ 10 lượt bạn sẽ nhận ngay 1 thức uống bất kỳ trong menu. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi hấp dẫn này tại Trà sữa Aiko",0,,,2019-05-26 08:35:17.082,5ce21db5bd6a19001633ddde,Cùng Aiko tích điểm khách hàng thân thiết để nhận nhiều ưu đãi hấp dẫn ,[],-1,[ObjectId('5ce21db5bd6a19001633ddde')],"[{'isRenewable': True, 'name': 'Khách hàng thân thiết', 'type': 0, '_id': ObjectId('5ceb6737e444b300171e9566'), 'milestone': 10, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '1 thức uống bất kỳ trong menu', 'note': 'Với hoá đơn từ 50,000₫ bạn đã tích được 1 lượt tại Trà sữa Aiko. Tích đủ 10 lượt bạn sẽ nhận ngay 1 thức uống bất kỳ trong menu. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi hấp dẫn này tại Trà sữa Aiko'}]",5ceb6737e444b300171e9565,10,1 thức uống bất kỳ trong menu,Khách hàng thân thiết,Manager,0,AIKO Tea,0,2019-06-06 04:31:45.384,5bf8b7efb531d76e9347fb83,2019-06-27 04:23:33.000
5cde73cb78267200162fae7f,0,"Với mỗi lần tới quán bạn sẽ tích được 1 tem, đủ 10 tem được tặng 1 ly bất kì. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi từ Detox Green Farm",0,5cde73cb78267200162fae7f_fc3d5593-0eaa-4a0f-8861-1dcca9bffad7.jpg,,2019-05-21 02:11:04.078,5cde73cb78267200162fae7f,"Với mỗi lần tới quán bạn sẽ tích được 1 tem, đủ 10 tem được tặng 1 ly bất kì",[],-1,[ObjectId('5cde73cb78267200162fae7f')],"[{'isRenewable': True, 'name': 'Thân thiết', 'type': 0, '_id': ObjectId('5ce36b11dc4c7d00140a213f'), 'milestone': 10, 'conversionRate': 0, 'reachingMilestoneMessage': 'Tặng 1 ly nước bất kỳ', 'note': 'Với mỗi lần tới quán bạn sẽ tích được 1 tem, đủ 10 tem được tặng 1 ly bất kì. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi từ Detox Green Farm'}]",5ce36a775cdf410014cfc61d,10,Tặng 1 ly nước bất kỳ,Thân thiết,Provider,0,Detox Green Farm,0,2019-06-04 06:53:43.858,5cde73cb78267200162fae7f,2019-06-20 15:00:32.000
5cde350491f203001652e91d,2e-05,"Mỗi hoá đơn 50,000 được tích 1 tem, tích 6 tem đổi được 1 ly trà sữa hoặc trà thanh nhiệt. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi từ Enika",0,5cde350491f203001652e91d_cc7973cd-dc21-45da-99c7-5568c72c4f1e.jpg,,2019-05-21 02:11:04.078,5cde350491f203001652e91d,"Với mỗi chi tiêu 50.000, bạn sẽ tích được 1 tem
Tích đủ 6 tem bạn được tặng 1 ly trà sữa thạch nhà làm hoặc 1 ly trà thanh nhiệt",[],-1,[ObjectId('5cde350491f203001652e91d')],"[{'isRenewable': True, 'name': 'Thân thiết', 'type': 0, '_id': ObjectId('5ce36c075cdf410014cfc621'), 'milestone': 6, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '1 trà sữa hoặc 1 trà thanh nhiệt', 'note': 'Mỗi hoá đơn 50,000 được tích 1 tem, tích 6 tem đổi được 1 ly trà sữa hoặc trà thanh nhiệt. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi từ Enika'}]",5ce3655c5cdf410014cfc616,6,1 trà sữa hoặc 1 trà thanh nhiệt,Thân thiết,Provider,1,ENIKA - Trà sữa Má nấu,0,2019-06-10 09:39:29.085,5cde350491f203001652e91d,2019-06-17 15:00:18.000
5cd2613012bb380016789cc4,"3.3333333333333335e-05,3.3333333333333335e-05,3.3333333333333335e-05,0.0","Mỗi chi tiêu 30.000 đều được tính 1 điểm. Cần 10 điểm để thăng hạng Bạc
-->Mỗi chi tiêu 30.000 đều được tính 1 điểm. Cần 20 điểm để thăng hạng Vàng
Giảm 10% /hóa đơn xuyên suốt hạng Bạc-->Mỗi chi tiêu 30.000 đều được tính 1 điểm. Cần 30 điểm để thăng hạng Kim cương
Giảm 25%/ hóa đơn xuyên suốt hạng Vàng-->Giảm 30% tổng hóa đơn đến hết ngày 31/12/2019",0,5cd2613012bb380016789cc4_cc083a55-8fa4-4518-82f0-e1aa3014a141.jpg,,2019-05-13 01:41:52.652,5cd2613012bb380016789cc4,Tích lũy điểm Gonjoy tại Cafe Dương Cầm để nhận được ưu đãi hấp dẫn,[],-1,[ObjectId('5cd2613012bb380016789cc4')],"[{'isRenewable': False, 'name': 'Hạng Đồng', 'type': 1, '_id': ObjectId('5cd8cd9bd17167001424b843'), 'milestone': 10, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': '', 'note': 'Mỗi chi tiêu 30.000 đều được tính 1 điểm. Cần 10 điểm để thăng hạng Bạc\n'}, {'isRenewable': False, 'name': 'Hạng Bạc', 'type': 1, '_id': ObjectId('5cd8cd9bd17167001424b842'), 'milestone': 20, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': '', 'note': 'Mỗi chi tiêu 30.000 đều được tính 1 điểm. Cần 20 điểm để thăng hạng Vàng\nGiảm 10% /hóa đơn xuyên suốt hạng Bạc'}, {'isRenewable': False, 'name': 'Hạng Vàng', 'type': 1, '_id': ObjectId('5cd8cd9bd17167001424b841'), 'milestone': 30, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': '', 'note': 'Mỗi chi tiêu 30.000 đều được tính 1 điểm. Cần 30 điểm để thăng hạng Kim cương\nGiảm 25%/ hóa đơn xuyên suốt hạng Vàng'}, {'isRenewable': False, 'name': 'Hạng Kim Cương', 'type': 1, '_id': ObjectId('5cd8d2b5d02fa300146b3615'), 'milestone': 0, 'conversionRate': 0, 'reachingMilestoneMessage': '', 'note': 'Giảm 30% tổng hóa đơn đến hết ngày 31/12/2019'}]",5cd8cd9bd17167001424b840,"10,20,30,0",-->-->-->,"Hạng Đồng,Hạng Bạc,Hạng Vàng,Hạng Kim Cương",Provider,1,Cà phê Dương Cầm,"1,1,1,1",2019-06-10 02:22:15.771,5cd2613012bb380016789cc4,2019-12-30 15:00:47.000
5c8724b4ff0e9d0016cdc21d,0,,0,5c8724b4ff0e9d0016cdc21d_2c9e4140-1905-4b02-834e-6170d2bbca9a.jpg,,2019-05-14 03:00:19.238,5c8724b4ff0e9d0016cdc21d,,[],-1,[ObjectId('5c8724b4ff0e9d0016cdc21d')],"[{'isRenewable': True, 'name': 'Khách hàng thân thiết', 'type': 0, '_id': ObjectId('5cda6bd73efae500146c4318'), 'milestone': 10, 'conversionRate': 0, 'reachingMilestoneMessage': '1 ly nước bất kì trong menu', 'note': ''}]",5cda6bd73efae500146c4317,10,1 ly nước bất kì trong menu,Khách hàng thân thiết,Manager,1,Huy Coffee,0,2019-06-10 02:22:15.771,5bf8b7efb531d76e9347fb83,2019-06-12 00:08:17.000
5b039c067dd590001481eaa5,"2e-05,2e-05,1e-05",50k 1 lượt-->50k 1 lượt-->Giảm 10% đến 2020,0,,,2019-05-22 15:15:46.295,5b039c067dd590001481eaa5,Khách hàng thân thiết,[],-1,[ObjectId('5b039c067dd590001481eaa5')],"[{'isRenewable': False, 'name': 'Mới quen', 'type': 0, '_id': ObjectId('5ce600dc4261b100177c43d2'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '1 ly Cafe bạc xỉu', 'note': '50k 1 lượt'}, {'isRenewable': False, 'name': 'Thân quen', 'type': 0, '_id': ObjectId('5ce600dc4261b100177c43d1'), 'milestone': 10, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Voucher 50%', 'note': '50k 1 lượt'}, {'isRenewable': False, 'name': 'Thân thiết', 'type': 1, '_id': ObjectId('5ce600dc4261b100177c43d0'), 'milestone': 50, 'conversionRate': 1e-05, 'reachingMilestoneMessage': 'Voucher 70%', 'note': 'Giảm 10% đến 2020'}]",5ce600dc4261b100177c43cf,"5,10,50",1 ly Cafe bạc xỉu-->Voucher 50%-->Voucher 70%,"Mới quen,Thân quen,Thân thiết",Provider,1,Demo GonJoy SP 3,"0,0,1",2019-06-10 10:13:05.767,5b039c067dd590001481eaa5,2019-09-23 19:05:09.000
5bf65105e7598700130a7f86,2e-05,,0,,,2019-05-24 02:33:19.917,5bf65105e7598700130a7f86,Khách hàng thân thiết,[],-1,[ObjectId('5bf65105e7598700130a7f86')],"[{'isRenewable': True, 'name': 'Thân thiết', 'type': 0, '_id': ObjectId('5ce7a152e893ec0017fda832'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Voucher 50.000', 'note': ''}]",5ce7a152e893ec0017fda831,5,Voucher 50.000,Thân thiết,Provider,0,Demo GonJoy SP,0,2019-05-30 10:49:33.721,5bf65105e7598700130a7f86,2019-05-31 15:30:48.000
5bf65105e7598700130a7f86,"2e-05,1e-05,2e-05",-->-->,0,,,2019-05-23 02:14:43.569,5bf65105e7598700130a7f86,Tích điểm,[],-1,[ObjectId('5bf65105e7598700130a7f86')],"[{'isRenewable': False, 'name': 'Bạc', 'type': 1, '_id': ObjectId('5ce74e480c580f00172635be'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'A', 'note': ''}, {'isRenewable': False, 'name': 'Vàng', 'type': 1, '_id': ObjectId('5ce74e480c580f00172635bd'), 'milestone': 15, 'conversionRate': 1e-05, 'reachingMilestoneMessage': 'B', 'note': ''}, {'isRenewable': False, 'name': 'Kim cương', 'type': 1, '_id': ObjectId('5ce74e480c580f00172635bc'), 'milestone': 0, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '', 'note': ''}]",5ce74e480c580f00172635bb,"5,15,0",A-->B-->,"Bạc,Vàng,Kim cương",Provider,0,Demo GonJoy SP,"1,1,1",2019-05-24 02:00:39.680,5bf65105e7598700130a7f86,2019-05-31 01:49:58.000
5bf65105e7598700130a7f86,"2e-05,2e-05,2e-05",-->-->,0,,,2019-05-22 15:15:46.295,5bf65105e7598700130a7f86,Tích điểm khách hàng thân thiết,[],-1,[ObjectId('5bf65105e7598700130a7f86')],"[{'isRenewable': False, 'name': 'Hạng 1', 'type': 1, '_id': ObjectId('5ce600414261b100177c43ce'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Giảm 10%', 'note': ''}, {'isRenewable': False, 'name': 'Hạng 2', 'type': 1, '_id': ObjectId('5ce600414261b100177c43cd'), 'milestone': 20, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Voucher 100.000', 'note': ''}, {'isRenewable': False, 'name': 'Hạng 3', 'type': 1, '_id': ObjectId('5ce600414261b100177c43cc'), 'milestone': 0, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '', 'note': ''}]",5ce600414261b100177c43cb,"5,20,0",Giảm 10%-->Voucher 100.000-->,"Hạng 1,Hạng 2,Hạng 3",Provider,0,Demo GonJoy SP,"1,1,1",2019-05-24 01:49:19.142,5bf65105e7598700130a7f86,2019-05-31 15:00:43.000
5bf65105e7598700130a7f86,3.3333333333333335e-05,,0,,,2019-05-22 02:46:36.848,5bf65105e7598700130a7f86,Khtt,[],-1,[ObjectId('5bf65105e7598700130a7f86')],"[{'isRenewable': False, 'name': 'Thân thiện', 'type': 1, '_id': ObjectId('5ce518cb43559600143e00d1'), 'milestone': 50, 'conversionRate': 3.3333333333333335e-05, 'reachingMilestoneMessage': 'Voucher 50%', 'note': ''}]",5ce518cb43559600143e00d0,50,Voucher 50%,Thân thiện,Provider,0,Demo GonJoy SP,1,2019-05-22 09:40:14.135,5bf65105e7598700130a7f86,2019-06-23 09:38:05.000
5bf65105e7598700130a7f86,2e-05,,0,,,2019-05-21 02:11:02.755,5bf65105e7598700130a7f86,Test,[],-1,[ObjectId('5bf65105e7598700130a7f86')],"[{'isRenewable': True, 'name': 'Thân thiết', 'type': 0, '_id': ObjectId('5ce35fb6dc4c7d00140a2136'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '', 'note': ''}]",5ce35fb6dc4c7d00140a2135,5,,Thân thiết,Manager,0,Demo GonJoy SP,0,2019-05-21 02:21:15.410,5bf4be41b531d76e9337924b,2019-05-31 16:16:48.000
5b52a534a9af7f00143c643a,"2e-05,2e-05,2e-05,2e-05,0.0","_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 10 điểm để thăng Hạng Bronze
_ Voucher trị giá 50,000đ khi đạt mốc
-->_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 20 điểm để thăng Hạng Silver
_ Voucher trị giá 100,000đ khi đạt mốc
_ Giảm 3%/ tổng hóa đơn xuyên suốt hạng Bronze-->_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 30 điểm để thăng Hạng Gold
_ Voucher trị giá 100,000đ khi đạt mốc
_ Giảm 5%/ tổng hóa đơn xuyên suốt hạng Silver-->_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 50 điểm để thăng Hạng Platinum
_ Voucher trị giá 150,000đ khi đạt mốc
_ Giảm 7%/ tổng hóa đơn xuyên suốt hạng Gold-->Giảm 10%/ tổng hóa đơn đến hết ngày 31/12/2019",0,5b52a534a9af7f00143c643a_a505d1ad-00fe-44db-909e-fe345d274122.jpg,,2019-05-10 08:33:15.604,5b52a534a9af7f00143c643a,Cùng trở thành khách hàng thân thiết tại Ivo Deli 03 Lê Thánh Tôn để nhận ngay ưu đãi hấp dẫn ,[],-1,[ObjectId('5b52a534a9af7f00143c643a')],"[{'isRenewable': False, 'name': 'Hạng Member', 'type': 1, '_id': ObjectId('5cd5548f19be9c00148d5507'), 'milestone': 10, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Nhận ngay Voucher trị giá 50,000đ', 'note': '_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 10 điểm để thăng Hạng Bronze\n_ Voucher trị giá 50,000đ khi đạt mốc\n'}, {'isRenewable': False, 'name': 'Hạng Bronze', 'type': 1, '_id': ObjectId('5cd5548f19be9c00148d5506'), 'milestone': 20, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Nhận ngay Voucher trị giá 100,000đ', 'note': '_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 20 điểm để thăng Hạng Silver\n_ Voucher trị giá 100,000đ khi đạt mốc\n_ Giảm 3%/ tổng hóa đơn xuyên suốt hạng Bronze'}, {'isRenewable': False, 'name': 'Hạng Silver', 'type': 1, '_id': ObjectId('5cd5548f19be9c00148d5505'), 'milestone': 30, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Nhận ngay Voucher trị giá 150,000đ', 'note': '_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 30 điểm để thăng Hạng Gold\n_ Voucher trị giá 100,000đ khi đạt mốc\n_ Giảm 5%/ tổng hóa đơn xuyên suốt hạng Silver'}, {'isRenewable': False, 'name': 'Hạng Gold', 'type': 1, '_id': ObjectId('5cd5548f19be9c00148d5504'), 'milestone': 50, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Nhận ngay Voucher trị giá 200,000đ', 'note': '_ Mỗi chi tiêu 50.000đ đều được tính 1 điểm. Cần 50 điểm để thăng Hạng Platinum\n_ Voucher trị giá 150,000đ khi đạt mốc\n_ Giảm 7%/ tổng hóa đơn xuyên suốt hạng Gold'}, {'isRenewable': False, 'name': 'Hạng Platinum', 'type': 1, '_id': ObjectId('5cd5548f19be9c00148d5503'), 'milestone': None, 'conversionRate': 0, 'reachingMilestoneMessage': '', 'note': 'Giảm 10%/ tổng hóa đơn đến hết ngày 31/12/2019'}]",5cd5548f19be9c00148d5502,"10.0,20.0,30.0,50.0,nan","Nhận ngay Voucher trị giá 50,000đ-->Nhận ngay Voucher trị giá 100,000đ-->Nhận ngay Voucher trị giá 150,000đ-->Nhận ngay Voucher trị giá 200,000đ-->","Hạng Member,Hạng Bronze,Hạng Silver,Hạng Gold,Hạng Platinum",Provider,1,Ivo Deli - Hotdog & Gelato,"1,1,1,1,1",2019-06-10 09:39:29.086,5b52a534a9af7f00143c643a,2019-12-31 00:07:57.000
5b052a0dd3765900147d2fb4,"5e-05,5e-05",-->,0,,,2019-05-30 10:36:05.097,5b052a0dd3765900147d2fb4,Test,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': False, 'name': 'Bạc', 'type': 1, '_id': ObjectId('5cefb59a2e02770017ba7ee2'), 'milestone': 100, 'conversionRate': 5e-05, 'reachingMilestoneMessage': 'Voucher 30%', 'note': ''}, {'isRenewable': False, 'name': 'Vàng', 'type': 1, '_id': ObjectId('5cefb59a2e02770017ba7ee1'), 'milestone': 300, 'conversionRate': 5e-05, 'reachingMilestoneMessage': '- Voucher 50% \n- Giảm giá 15% cho tất cả hóa đơn', 'note': ''}]",5cefb59a2e02770017ba7ee0,"100,300","Voucher 30%-->- Voucher 50% 
- Giảm giá 15% cho tất cả hóa đơn","Bạc,Vàng",Provider,0,GOnJOY,"1,1",2019-06-03 04:41:57.689,5b052a0dd3765900147d2fb4,2022-06-30 03:51:05.000
5b052a0dd3765900147d2fb4,2e-05,Test,0,,,2019-05-23 02:14:43.569,5b052a0dd3765900147d2fb4,Khtt,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': True, 'name': 'A', 'type': 0, '_id': ObjectId('5ce619bb0c580f001726358d'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Cafe', 'note': 'Test'}]",5ce619bb0c580f001726358c,5,Cafe,A,Provider,0,GOnJOY,0,2019-05-31 07:57:56.733,5b052a0dd3765900147d2fb4,2019-06-29 03:54:45.000
5b052a0dd3765900147d2fb4,"2e-05,1e-05",-->,0,,,2019-05-22 02:46:36.848,5b052a0dd3765900147d2fb4,Thang 5,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': False, 'name': 'Bạc', 'type': 1, '_id': ObjectId('5ce5049243559600143e00c7'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '', 'note': ''}, {'isRenewable': False, 'name': 'Vàng ', 'type': 1, '_id': ObjectId('5ce5049243559600143e00c6'), 'milestone': 10, 'conversionRate': 1e-05, 'reachingMilestoneMessage': '', 'note': ''}]",5ce5049243559600143e00c5,"5,10",-->,"Bạc,Vàng ",Provider,0,GOnJOY,"1,1",2019-06-01 10:01:09.807,5b052a0dd3765900147d2fb4,2019-06-30 08:12:04.000
5b052a0dd3765900147d2fb4,2e-05,,0,,,2019-05-22 02:46:36.848,5b052a0dd3765900147d2fb4,Khách hàng thân thiết,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': True, 'name': 'Thân thiết', 'type': 0, '_id': ObjectId('5ce5084c43559600143e00c9'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': 'Giảm giá 10%', 'note': ''}]",5ce5084c43559600143e00c8,5,Giảm giá 10%,Thân thiết,Provider,0,GOnJOY,0,2019-05-22 08:29:24.094,5b052a0dd3765900147d2fb4,2019-05-31 22:30:57.000
