X1,X_id,title,description,dateFrom,dateTo,providerId,provider,isAvailableInJoyGifts,updatedAt,createdAt,isDeleted,isActive,status,spam,menuRef,listReceive,numberOfRemainingUses,numberOfUses,maxDiscountedPrice,minBill,price,percent,customerGroup,campaign,promotionType,categories,listIgnores,listShares,listLikes,keywords,__v,loyaltyProgram,linkImage,image,dateBegin,dateEnd,link,isVoucherOfHunter2,isVoucher
74,5c22ef7a910aa100141523b6,BẤT NGỜ VỚI KHUYẾN MÃI LỚN,"Mua 3 TẶNG KÈM 1 
☘️Bánh tráng bơ: 13k/gói
☘️Bánh tráng ớt tắc: 10k/gói
☘️Bánh tráng trộn hành Long An: 10k/gói (kèm tắc)
☘️Bánh tráng trộn tắc Long An: 10k/gói (kèm tắc)
☘️Bánh trộn ngũ vị: 10k/gói

✈️ Nhận ship, phí 5-10-15k tuỳ xa gần
📱0905097323",2018-12-26T10:00:00Z,2018-12-27T11:01:00Z,5c1cac07359a2400157a70f2,5c1cac07359a2400157a70f2,TRUE,2018-12-25T23:28:30Z,2018-12-25T23:28:30Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""},_id:c{""5c22ef7a910aa100141523b8"",""5c22ef7a910aa100141523b7""},value:c{0,0}}","list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5c22ef7a910aa100141523ba"", ""5c22ef7a910aa100141523b9""), value = c(0, 0))",list(),0,0,0,1,an_vat,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
75,5c203a27927c530014b385a9,GIÁNG SINH AN LÀNH - ƯU ĐÃI 20%,"Nhân dịp khai trương, Mr Ro giảm 20% trên tổng hoá đơn, áp dụng toàn bộ menu. Thời gian từ 23-25/12",2018-12-23T00:00:00Z,2018-12-25T00:00:00Z,5c0dde4b31d52a0015d486c4,5c0dde4b31d52a0015d486c4,TRUE,2018-12-24T06:14:03Z,2018-12-24T06:14:03Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c20ab6af317e50014b3cb7f"",""5c20ab6af317e50014b3cb7e""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c20ab6af317e50014b3cb7d"", ""5c20ab6af317e50014b3cb7c""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,5c0dde4b31d52a0015d486c4_08dabdae-ac28-4344-9295-b330fc88a030.png,NA,NA,NA,NA,NA,NA
76,5c1bac6470188a0013f363fc,MUA 1 MÓN TẶNG 1 MÓN,"🎁 Tặng 1 NEM RÁN hoặc 1 HÁ CẢO TÔM khi ăn 1 phần BÚN CHẢ HÀ NỘI hoặc 1 BÚN NEM RÁN.

🎁 Tặng 1 TRÀ ĐEN SẢ TẮC khi ăn 1 phần BÚN ĐẬU MẮM TÔM hoặc 1 BÚN GIẢ CẦY.
 
Nhanh tay nhận mã và ghé thăm Ga Hanoi ngay!!",2018-12-20T00:09:00Z,2019-01-03T21:50:00Z,5bf8c6699e261e001570e006,5bf8c6699e261e001570e006,TRUE,2018-12-20T17:37:35Z,2018-12-20T17:37:35Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5bf8c6699e261e001570e006_ddbb09a9-7f93-4b9b-b7c5-c11d371cce44.jpg,NA,NA,NA,NA,NA,NA
77,5c1b465d939452001351fc5d,Mùa lễ hội - Ăn thả ga,Giảm giá 15% cho các hoá đơn trên 200.000dd,2018-12-22T14:32:00Z,2019-01-01T23:33:00Z,5b7399bec8d81c0014b96bcb,5b7399bec8d81c0014b96bcb,TRUE,2018-12-20T10:06:48Z,2018-12-20T10:06:48Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c1bb3f970188a0013f36420"",""5c1bb3f970188a0013f3641f""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c1bb3f970188a0013f3641e"", ""5c1bb3f970188a0013f3641d""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5b7399bec8d81c0014b96bcb_a9e69001-1976-4002-87d4-8f4722b8d674.jpg,NA,NA,NA,NA,NA,NA
78,5c19b2cb63bd170013e1784c,GIẢM 10k COMBO MỲ CAY TRÀ SỮA,Tặng bạn ƯU ĐÃI COMBO MỲ CAY & TRÀ SỮA Từ ngày 18-20/12 Nhận mã từ JOY và đến 62 Văn Cận thưởng thức!!!,2018-12-18T09:51:00Z,2018-12-20T23:52:00Z,5c1088fedf732f001534f826,5c1088fedf732f001534f826,TRUE,2018-12-19T08:30:10Z,2018-12-19T08:30:10Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c19b37dd84386001375bc3b"",""5c19b37dd84386001375bc3a""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c19b37dd84386001375bc39"", ""5c19b37dd84386001375bc38""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,an_vat,list(),list(),character(0),list(),0,NA,5c1088fedf732f001534f826_75bb1eb9-4126-4654-b8e6-71fcae23666d.jpeg,NA,NA,NA,NA,NA,NA
79,5c19aa97582c460013dfe8fe,Promotion,Cham soc khach hang,2018-12-19T09:17:00Z,2018-12-21T09:18:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2018-12-19T08:30:02Z,2018-12-19T08:30:02Z,TRUE,TRUE,0,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c371c1ca2ca2d001487566d"",""5c371c1ca2ca2d001487566c""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c371c1ca2ca2d001487566b"", ""5c371c1ca2ca2d001487566a""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
80,5c1873f21d98b600137dcd26,Khuyen mai,Giam gia 10%,2018-12-18T11:12:00Z,2018-12-20T11:13:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2018-12-17T16:44:41Z,2018-12-17T16:44:41Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c1b5ed3cb9a8a00135fd1a8"",""5c1b5ed3cb9a8a00135fd1a7""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c1b5ed3cb9a8a00135fd1a6"", ""5c1b5ed3cb9a8a00135fd1a5""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
81,5c18754f4cec0d0013e9cdd4,Ưu đãi tháng 12,Đến quán quét code hoặc nhập số điện thoại để nhận khuyến mãi,2018-12-18T08:30:00Z,2018-12-18T22:30:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2018-12-17T13:51:15Z,2018-12-17T13:51:15Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c5103e518eff000145ed317"",""5c5103e518eff000145ed316""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c5103e518eff000145ed315"", ""5c5103e518eff000145ed314""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
82,5c17dc1ca0148100134b5125,Uống trà nhận quà,Hoá đơn trên 100k được nhận một phần quà,2018-12-18T00:24:00Z,2018-12-25T00:25:00Z,5bc588052aff7300137e72be,5bc588052aff7300137e72be,TRUE,2018-12-17T01:34:16Z,2018-12-17T01:34:16Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""},_id:c{""5c17dc1ca0148100134b5127"",""5c17dc1ca0148100134b5126""},value:c{0,0}}","list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5c17dc1ca0148100134b5129"", ""5c17dc1ca0148100134b5128""), value = c(0, 0))",list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
83,5c17dbd536136900134951c3,Khách hàng thân thiết,Tích 10 lần được 1 lần free,2018-12-18T00:23:00Z,2020-12-18T00:24:00Z,5bc588052aff7300137e72be,5bc588052aff7300137e72be,TRUE,2018-12-17T01:16:26Z,2018-12-17T01:16:26Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c17dbde4cec0d0013e9cd54"",""5c17dbde4cec0d0013e9cd53""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c17dbde4cec0d0013e9cd52"", ""5c17dbde4cec0d0013e9cd51""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""other"", ""tra_sua"", ""cafe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
84,5c130e50c4f82e001352e346,ƯU ĐÃI 20% - 🥝🍓🍒DỪA DẦM TRÁI CÂY – LINH ĐÌNH RA MẮT,"🎉 🎉 Dừa dầm huyền thoại nhà Take Away Cream & Waffle Da Nang trình làng phiên bản mới toanh – thêm TRÁI CÂY TƯƠI 100%, hòa quyện nước cốt dừa dịu ngọt và sợi dừa bào nhai giòn giòn vui miệng. Niềm vui nhân đôi cùng ưu đãi dùng thử GIẢM 20% khi quét mã GONJOY tại Xingcha!",2018-12-14T08:55:00Z,2018-12-16T08:56:00Z,5b584a11913717001448dfd2,5b584a11913717001448dfd2,TRUE,2018-12-14T00:09:43Z,2018-12-14T00:09:43Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c1320fdd3632000132861f5"",""5c1320fdd3632000132861f4""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c1320fdd3632000132861f3"", ""5c1320fdd3632000132861f2""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),20,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,5b584a11913717001448dfd2_69b341ed-4dca-4ddd-acc2-ba8f98fcf9b8.jpg,NA,NA,NA,NA,NA,NA
85,5c1310801a8451001314e40f,GIẢM 20% cho lần đầu ghé thăm CƠM NHÀ LINH - GIẢM 10% cho lần ghé thăm tiếp theo,"🍲Dành tặng bạn ƯU ĐÃI ĐẶC BIỆT – Giảm 20% cho khách hàng lần đầu trải nghiệm tại nhà hàng, giảm 10% cho những lần ghé thăm tiếp theo. 👉 Thời gian ưu đãi: 14/12-30/12. Hãy đến với CƠM NHÀ LINH để thưởng thức ẩm thực truyền thống Việt Nam",2018-12-14T09:01:00Z,2018-12-30T09:02:00Z,5bdaaa374992f500136d6737,5bdaaa374992f500136d6737,TRUE,2018-12-14T00:09:40Z,2018-12-14T00:09:40Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c1cc1377a742000144eef55"",""5c1cc1377a742000144eef54""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c1cc1377a742000144eef53"", ""5c1cc1377a742000144eef52""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),20,0,0,1,other,list(),list(),character(0),list(),0,NA,5bdaaa374992f500136d6737_abdb8853-c5a7-43a0-aec8-04f32075a9b3.jpg,NA,NA,NA,NA,NA,NA
86,5c131ada1a8451001314e425,Giảm giá 15% cho 3 món mới từ ngày 14/12/2018-31/12/2018,"Ra mắt 3 món mới cho dịp cuối năm:cf gừng, mocha dừa, cf pha phin tại chỗ. Giảm giá 15% cho cả 3 món từ ngàu 14/12/2018-31/12/2018",2018-12-14T07:00:00Z,2018-12-31T21:00:00Z,5bbd5ea3844645001360aefc,5bbd5ea3844645001360aefc,TRUE,2018-12-14T00:09:40Z,2018-12-14T00:09:40Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c1380591a8451001314e512"",""5c1380591a8451001314e511""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c1380591a8451001314e510"", ""5c1380591a8451001314e50f""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),15,0,1,1,ca_fe,list(),list(),character(0),list(),0,NA,5bbd5ea3844645001360aefc_55f2b393-feb9-4e72-ac5e-fdc8adb8cbda.jpg,NA,NA,NA,NA,NA,NA
87,5c0f3f767b8b5e0013709fb6,HAPPY HOUR - Ưu đãi 50% mỗi ngày áp dụng vào khung giờ 07:00 - 09:00 & 17h:00 - 19:00,- Mua 1 tặng 1 (7h-9h hằng ngày) & Giảm 50% cho bia và cocktail (17h-19h hằng ngày. *Áp dụng cho khách Check-in tại fanpage của The Secret Garden Danang.,2018-12-11T18:37:00Z,2020-01-01T06:59:00Z,5bc7f58785f7710013859cb9,5bc7f58785f7710013859cb9,TRUE,2018-12-10T18:32:46Z,2018-12-10T18:32:46Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),50,0,0,1,other,list(),list(),character(0),list(),0,NA,5bc7f58785f7710013859cb9_24398cf6-b2c1-4d38-bece-d553135ffef1.jpg,NA,NA,NA,NA,NA,NA
88,5c0f2189f0a01e00132b31ac,MR RÔ - TƯNG BỪNG KHAI TRƯƠNG Giảm 30% cà phê văn phòng,"Tặng bạn ƯU ĐÃI 30% tưng bừng khai trương chi nhánh mới của MR RÔ - 78 Đỗ Quang. Hãy đên và thưởng thức cà phê rang xay chuẩn chất lượng được rang xay, pha chế trực tiếp từ những hạt cà phê vận chuyển từ nông trại Ban Mai Xanh, Ngọc Hồi, Kon Tum. Ưu đãi diễn ra từ ngày 14-21/12 - Nhanh tay lấy mã GONJOY và đến Mr.RO thưởng thức ngay!!",2018-12-14T07:00:00Z,2018-12-22T06:59:00Z,5c0dde4b31d52a0015d486c4,5c0dde4b31d52a0015d486c4,TRUE,2018-12-10T18:12:49Z,2018-12-10T18:12:49Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c11cb0923a6d100138feb3e"",""5c11cb0923a6d100138feb3d""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c11cb0923a6d100138feb3c"", ""5c11cb0923a6d100138feb3b""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),30,0,0,1,list(),list(),list(),character(0),list(),0,NA,5c0dde4b31d52a0015d486c4_21bd95a2-ab0c-44bd-8d2e-4237a33623a1.jpg,NA,NA,NA,NA,NA,NA
89,5c0a8573de5459001362182c,Mua 1 tặng 1,"Từ ngày 07-12 đến hết 31-01, mua 1 tặng 1.",2018-12-07T08:30:00Z,2019-01-31T21:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2018-12-07T16:46:46Z,2018-12-07T16:46:46Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c497ae7ad2cf60014f97ef5"",""5c497ae7ad2cf60014f97ef4""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c497ae7ad2cf60014f97ef3"", ""5c497ae7ad2cf60014f97ef2""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,5b052a0dd3765900147d2fb4_73031fba-6ffe-4c95-b4cf-67ddf568fc49.png,NA,NA,NA,NA,NA,NA
90,5c09ee63c9804500132d59ea,ĐỒNG GIÁ 23K dừa dầm - ÁP DỤNG MỌI SIZE từ ngày 07/12 đến ngày 10/12,"Cổ vũ tinh thần tuyển Việt Nam vô địch chung kết AFF cup, Xingcha ưu đãi thả ga ĐỒNG GIÁ 23K áp dụng mọi size dừa dầm. Nhanh tay lấy mã đến Xingcha ngay!!!",2018-12-07T17:48:00Z,2018-12-10T17:49:00Z,5b584a11913717001448dfd2,5b584a11913717001448dfd2,TRUE,2018-12-06T15:50:35Z,2018-12-06T15:50:35Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,list(),list(),list(),character(0),list(),0,NA,5b584a11913717001448dfd2_ec708534-ead8-475e-89d3-27a8b9600093.jpg,NA,NA,NA,NA,NA,NA
91,5c09ed56ce996700132786db,ƯU ĐÃI 10%  thưởng thức những món ăn cá hồi trứ danh,Ưu đãi 10% giảm trên tổng hóa đơn khi cùng gia đình thưởng thức những món ngon từ cá hồi tại The Salmon Restaurant,2018-12-08T17:39:00Z,2018-12-15T17:40:00Z,5bc9620a938b350013476187,5bc9620a938b350013476187,TRUE,2018-12-06T15:50:23Z,2018-12-06T15:50:23Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),10,0,0,1,list(),list(),list(),character(0),list(),0,NA,5bc9620a938b350013476187_f5a2a7d5-6798-4781-913b-e9ca95e9e8eb.jpg,NA,NA,NA,NA,NA,NA
92,5c079413e19cd600134e3101,Holo,Mo,2018-12-05T16:01:00Z,2018-12-05T16:02:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2018-12-05T14:26:53Z,2018-12-05T14:26:53Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c079543cf7f9d0013ee8405"",""5c079543cf7f9d0013ee8404""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c079543cf7f9d0013ee8403"", ""5c079543cf7f9d0013ee8402""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,5b039c067dd590001481eaa5_bd1620c3-b531-43f1-b68c-83bd0b8cafe9.png,NA,NA,NA,NA,NA,NA
93,5c0625fdd885ca00132d0aa0,50% OFF FOR NEW MOCTAIL - The Secret Garden,Giảm giá 50% cho các tất cả mocktail mới. Thời hạn áp dụng: 7/12.  *Áp dụng cho khách check-in tại fanpage.,2018-12-04T20:57:00Z,2018-12-07T20:58:00Z,5bc7f58785f7710013859cb9,5bc7f58785f7710013859cb9,TRUE,2018-12-03T15:01:14Z,2018-12-03T15:01:14Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),50,0,0,1,list(),list(),list(),character(0),list(),0,NA,5bc7f58785f7710013859cb9_a2a6053a-2335-4f16-8ebf-c6ea62c8552f.jpg,NA,NA,NA,NA,NA,NA
94,5c04dd47244ae90013de47fe,"Nhận khuyến mãi cùng ""Song Đức"" thôi nào",Nhanh tay đến quán quét Code hoặc nhập số điện thoại để được nhận ưu đãi,2018-12-03T08:30:00Z,2018-12-31T22:30:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2018-12-03T14:27:26Z,2018-12-03T14:27:26Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c244416d596720014213c6b"",""5c244416d596720014213c6a""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c244416d596720014213c69"", ""5c244416d596720014213c68""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,5b039c067dd590001481eaa5_abafa4e7-c3ba-4e9d-8eed-9d6d385bdb4c.jpg,NA,NA,NA,NA,NA,NA
95,5c04d202d109000013bd6ca3,Đón năm mới cùng Gonjoy,Giảm 10-20% tổng bill trên 250k,2018-12-03T13:48:00Z,2019-01-03T13:49:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2018-12-03T09:12:51Z,2018-12-03T09:12:51Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c511f7c18eff000145ed3a0"",""5c511f7c18eff000145ed39f""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c511f7c18eff000145ed39e"", ""5c511f7c18eff000145ed39d""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""an_vat"", ""ca_fe"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
96,5c02166864f8f6001303f048,Chào tháng 12  Nhận 2 ưu đãi,"Chào tháng 12, Maybe Coffee đặc biệt dành tặng cho khách hàng riêng từ Gonjoy hai món quà: Giảm ngay 25% cho tất cả đồ uống tại cửa hàng và được tặng thẻ ""Free Drink"" cho khách",2018-12-01T07:00:00Z,2018-12-10T23:00:00Z,5b6e4389b19682001467f83a,5b6e4389b19682001467f83a,TRUE,2018-12-01T09:45:46Z,2018-12-01T09:45:46Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c021f069b74d200139b2f6a"",""5c021f069b74d200139b2f69""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c021f069b74d200139b2f68"", ""5c021f069b74d200139b2f67""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,2,1,1,"c(""tra_sua"", ""ca_fe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,5b6e4389b19682001467f83a_7da33890-1cdc-4207-8f6a-b4397c8c8f9c.JPG,NA,NA,NA,NA,NA,NA
97,5c0215963494a5001371e0cd,Chuong trinh khuyen mai,Den quan quet code va nhap so dien thoai de nhan khuyen mai,2018-12-02T08:30:00Z,2018-12-31T22:30:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2018-12-01T09:45:35Z,2018-12-01T09:45:35Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c176632a0148100134b4fe8"",""5c176632a0148100134b4fe7""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c176632a0148100134b4fe6"", ""5c176632a0148100134b4fe5""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,5b039c067dd590001481eaa5_d5302be6-e260-4d41-89d0-780bdbb38342.jpeg,NA,NA,NA,NA,NA,NA
98,5c0213d2bbb57f001386d429,Khuyen mai,Don noel,2018-12-01T11:52:00Z,2018-12-04T14:53:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2018-12-01T09:45:31Z,2018-12-01T09:45:31Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c1871944cec0d0013e9cdc8"",""5c1871944cec0d0013e9cdc7""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c1871944cec0d0013e9cdc6"", ""5c1871944cec0d0013e9cdc5""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
99,5c021436bbb57f001386d42e,Khuyến mãi cuối tuần,Đến ngay quán quét Code hoặc nhập số điện thoại để nhận khuyến mãi,2018-12-01T08:39:00Z,2018-12-01T22:59:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2018-12-01T09:45:31Z,2018-12-01T09:45:31Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c02147b9b74d200139b2f55"",""5c02147b9b74d200139b2f54""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c02147b9b74d200139b2f53"", ""5c02147b9b74d200139b2f52""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,1,1,ca_fe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
100,5c021684bbb57f001386d434,Khuyen mai nhan diep noel,Giam 10%,2018-12-01T12:04:00Z,2018-12-02T12:05:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2018-12-01T09:45:31Z,2018-12-01T09:45:31Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c3012b24a5a660014533b1b"",""5c3012b24a5a660014533b1a""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c3012b24a5a660014533b19"", ""5c3012b24a5a660014533b18""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
101,5bfe7630ca92f600135fafa2,Mana bingsu _ Khuyến mãi giảm giá 20%,Giảm giá 20% cho mỗi phần kem bingsu. Nhanh tay lấy mã code Gonjoy để được nhận ưu đãi hấp dẫn từ Mana binsu. Chương trình áp dụng từ ngày 28/11-04/12,2018-11-28T07:00:00Z,2018-12-04T22:00:00Z,5bf261132315d000132ffc1b,5bf261132315d000132ffc1b,TRUE,2018-11-28T17:52:58Z,2018-11-28T17:52:58Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5bf261132315d000132ffc1b_958b91a1-85ad-44ae-bff4-8e1b02af224e.png,NA,NA,NA,NA,NA,NA
