"","_id","field","createdBy","updatedAt","createdAt","isDeleted","isActive","isTrained","__v","updatedBy","content","language"
"19","5c92c9dd2ce13c00160aebef","all_promotion","5a25cd17f36d280fefe391ac",2019-03-20 17:55:28,2019-03-20 17:55:28,FALSE,TRUE,FALSE,0,NA,"khuyến mãi gì nữa đi","vi"
"20","5c92c9dd2ce13c00160aebf0","all_promotion","5a25cd17f36d280fefe391ac",2019-03-20 17:55:28,2019-03-20 17:55:28,FALSE,TRUE,FALSE,0,NA,"km khác ","vi"
"21","5c92c9dd2ce13c00160aebee","all_promotion","5a25cd17f36d280fefe391ac",2019-03-20 17:55:28,2019-03-20 17:55:28,FALSE,TRUE,FALSE,0,NA,"khuyến mãi khác đi","vi"
"22","5c92c9dd2ce13c00160aebed","all_promotion","5a25cd17f36d280fefe391ac",2019-03-20 17:55:28,2019-03-20 17:55:28,FALSE,TRUE,FALSE,0,NA,"có khuyến mãi khác không","vi"
"23","5c92c9dd2ce13c00160aebec","all_promotion","5a25cd17f36d280fefe391ac",2019-03-20 17:55:28,2019-03-20 17:55:28,FALSE,TRUE,FALSE,0,NA,"tất cả khuyến mãi","vi"
"24","5c7df371d534e4001686d8ec","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,FALSE,TRUE,FALSE,0,NA,"english","en"
"25","5c7df371d534e4001686d8e9","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,FALSE,TRUE,FALSE,0,NA,"languages","en"
"26","5c7df36ad534e4001686d8e3","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,TRUE,TRUE,FALSE,0,NA,"language","en"
"27","5c7df36ad534e4001686d8e6","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,FALSE,TRUE,FALSE,0,NA,"language","vi"
"28","5c7df36ad534e4001686d8e4","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,FALSE,TRUE,FALSE,0,NA,"languages","en"
"29","5c7df36ad534e4001686d8e5","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,TRUE,TRUE,FALSE,0,NA,"","vi"
"30","5c7df36ad534e4001686d8e7","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,FALSE,TRUE,FALSE,0,NA,"english","vi"
"31","5c7df371d534e4001686d8e8","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,TRUE,TRUE,FALSE,0,NA,"language","en"
"32","5c7df371d534e4001686d8ea","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,TRUE,TRUE,FALSE,0,NA,"","vi"
"33","5c7df371d534e4001686d8eb","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:37,2019-03-05 08:15:37,FALSE,TRUE,FALSE,0,NA,"language","en"
"34","5c7df37b65fd8e0016b79742","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 07:15:51,2019-03-05 07:15:51,TRUE,TRUE,FALSE,0,NA,"language","en"
"35","5c7df37b65fd8e0016b79745","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 07:15:51,2019-03-05 07:15:51,FALSE,TRUE,FALSE,0,NA,"language","en"
"36","5c7df37b65fd8e0016b79743","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 07:15:51,2019-03-05 07:15:51,FALSE,TRUE,FALSE,0,NA,"languages","en"
"37","5c7df37b65fd8e0016b79746","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 07:15:51,2019-03-05 07:15:51,FALSE,TRUE,FALSE,0,NA,"english","en"
"38","5c7df37b65fd8e0016b79744","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 07:15:51,2019-03-05 07:15:51,TRUE,TRUE,FALSE,0,NA,"","vi"
"39","5c7cdc00aea8110016c013c4","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","language","vi"
"40","5c7cdb5baea8110016c013c0","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"ngoại ngữ","vi"
"41","5c7cdb5baea8110016c013be","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"tiếng anh","vi"
"42","5c7cdc00aea8110016c013c5","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","languages","vi"
"43","5c7cdb5baea8110016c013bd","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"ngôn ngữ","vi"
"44","5c7cdc00aea8110016c013ca","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","tiếng việt","vi"
"45","5c7cdb5baea8110016c013c1","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"english","vi"
"46","5c7cdc00aea8110016c013c6","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","tiếng anh","vi"
"47","5c7cdc00aea8110016c013c8","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","english","vi"
"48","5c7cdc00aea8110016c013c7","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","tieng anh","vi"
"49","5c7cdc00aea8110016c013c9","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","ngoại ngữ","vi"
"50","5c7cdc00aea8110016c013cb","ask_language","5a502b7306f776d2ffa2fea6",2019-03-05 10:56:43,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","tieng viet","vi"
"51","5c7cdb5baea8110016c013bf","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"tieng anh","vi"
"52","5c7cdb5baea8110016c013bb","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"language","vi"
"53","5c7cdb5baea8110016c013bc","ask_language","5a502b7306f776d2ffa2fea6",2019-03-04 07:55:28,2019-03-04 07:55:28,FALSE,TRUE,FALSE,0,NA,"languages","vi"
"54","5c1c8e3e359a2400157a70e5","bye","5a502b7306f776d2ffa2fea6",2018-12-21 12:46:24,2018-12-21 12:46:24,FALSE,TRUE,FALSE,0,NA,"baibai","vi"
"55","5c137a0e0f967900151b4b23","angry_joy","5a502b7306f776d2ffa2fea6",2018-12-14 15:44:02,2018-12-14 15:44:02,FALSE,TRUE,FALSE,0,NA,"Bực bội","vi"
"56","5c137b260f967900151b4b24","bye","5a502b7306f776d2ffa2fea6",2018-12-21 13:54:54,2018-12-14 15:44:02,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","Goodnight","vi"
"57","5c137a18da31050015d0ad3c","angry_joy","5a502b7306f776d2ffa2fea6",2018-12-14 15:12:51,2018-12-14 15:12:51,FALSE,TRUE,FALSE,0,NA,"Vãi","vi"
"58","5c137a18da31050015d0ad3b","angry_joy","5a502b7306f776d2ffa2fea6",2018-12-14 15:12:51,2018-12-14 15:12:51,FALSE,TRUE,FALSE,0,NA,"Bực bội","vi"
"59","5c137adfda31050015d0ad3d","ship","5a502b7306f776d2ffa2fea6",2018-12-14 15:12:51,2018-12-14 15:12:51,FALSE,TRUE,FALSE,0,NA,"Có giao hàng tận nơi","vi"
"60","5c13849ada31050015d0ad3f","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-14 15:12:51,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mua 1 tặng 2 được ko nhỉ","vi"
"61","5c122a367ab5510015cb09cc","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 14:58:58,2018-12-13 14:58:58,FALSE,TRUE,FALSE,0,NA,"khách hàng trung thành","vi"
"62","5c122a367ab5510015cb09cd","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 14:58:58,2018-12-13 14:58:58,FALSE,TRUE,FALSE,0,NA,"KH trung thành","vi"
"63","5c122a367ab5510015cb09cf","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 14:58:58,2018-12-13 14:58:58,FALSE,TRUE,FALSE,0,NA,"chương trình khách hàng trung thành","vi"
"64","5c122a367ab5510015cb09ce","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 14:58:58,2018-12-13 14:58:58,FALSE,TRUE,FALSE,0,NA,"muốn làm khách hàng trung thành thì sao?","vi"
"65","5c122a367ab5510015cb09d0","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 14:58:58,2018-12-13 14:58:58,FALSE,TRUE,FALSE,0,NA,"chương trình KH trung thành ở đâu","vi"
"66","5c122a367ab5510015cb09d1","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 14:58:58,2018-12-13 14:58:58,TRUE,TRUE,FALSE,0,NA,"","vi"
"67","5c120d16770dd50015ce6dfa","faq_promotion","5a502b7306f776d2ffa2fea6",2018-12-13 14:38:14,2018-12-13 14:38:14,TRUE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","Joy có thể cho e mã của grand T coffee k ạ","vi"
"68","5c120d16770dd50015ce6dfc","faq_promotion","5a502b7306f776d2ffa2fea6",2018-12-13 14:38:14,2018-12-13 14:38:14,TRUE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","đồng giá 25k nhân dịp khai trương khi đến quán hả?","vi"
"69","5c120d16770dd50015ce6dfb","faq_promotion","5a502b7306f776d2ffa2fea6",2018-12-13 14:38:14,2018-12-13 14:38:14,TRUE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","mình biết về chương trình đồng giá 25k tặng kèm bình ạ?","vi"
"70","5c120d16770dd50015ce6dfd","faq_promotion","5a502b7306f776d2ffa2fea6",2018-12-13 14:38:14,2018-12-13 14:38:14,TRUE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","","vi"
"71","5c1212f9770dd50015ce6e02","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","mình biết về chương trình đồng giá 25k tặng kèm bình ạ?","vi"
"72","5c1212f9770dd50015ce6e01","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Joy có thể cho e mã của grand T coffee k ạ","vi"
"73","5c1212f9770dd50015ce6e03","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","đồng giá 25k nhân dịp khai trương khi đến quán hả?","vi"
"74","5c1212f9770dd50015ce6e04","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","em muốn nhận mã code khuyến mãi của house of cha ạ","vi"
"75","5c1212f9770dd50015ce6e05","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Quán j đồng giá 25k tặng bình xinh á ạ","vi"
"76","5c1212f9770dd50015ce6e06","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Lấy quà mua 1 tặng 1 ở đâu thế ạ?","vi"
"77","5c1212f9770dd50015ce6e0c","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","cái code của House Of Cha mà đồng giá 19k là áp dụng cho 1 ly hay nhiều ly ạ ?","vi"
"78","5c1212f9770dd50015ce6e0d","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Trà sữa Maybe ở Hoàng Văn Thụ đang có ưu đãi mua 1 tặng 1 đúng kh ạ ?","vi"
"79","5c1212f9770dd50015ce6e0e","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Cho e hỏi e tích đủ điểm gonjoy tại vevy rồi thì có thẻ gonjoy mới ko ạ","vi"
"80","5c1212f9770dd50015ce6e0f","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mình muốn nt để nhận mã giảm giá 19k thì nhắn ở đây đúng k ạ","vi"
"81","5c1212f9770dd50015ce6e10","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Vậy là mình đc thưởng thức các loại trà sữa với giá 39k đúng không ?","vi"
"82","5c1212f9770dd50015ce6e13","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","E nhận code hôm nay nhưng chủ nhật e đi vẫn mã đấy dc kh ạ","vi"
"83","5c1212f9770dd50015ce6e14","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Cho em xin địa chỉ của tiệm cafe đồng giá 25k tặng kèm bình xinh ạ","vi"
"84","5c1212f9770dd50015ce6e15","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Quán trà sữa bên vincom xhg trình giảm giá áp dụng cho ship đi k c","vi"
"85","5c1212f9770dd50015ce6e12","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","có những địa điểm nào có giảm giá trong mùa trung thu này ko hả joy","vi"
"86","5c1212f9770dd50015ce6e11","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mình muốn có mã QR code để đc ăn bánh tại Xicha 185 nguyễn văn thoại","vi"
"87","5c1212f9770dd50015ce6e16","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","dạ ad ơi cho em xin mã km của Euro bistro và royal tea ạ","vi"
"88","5c1212f9770dd50015ce6e17","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Ad ơi,cho mình xin mã khuyến mại đồng giá 29k ở Euro bistro với ạ.","vi"
"89","5c1212f9770dd50015ce6e19","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mình muốn đký lấy mã mua 1 tặng 1 tại GRAND T COFFEE ad ạ","vi"
"90","5c1212f9770dd50015ce6e1a","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Chỉ cần đem mã code qua quán là đc mua với giá 14k hã bạn","vi"
"91","5c1212f9770dd50015ce6e18","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Cảm ơn joy thứ 7 em đến quán quyét còn được khuyến mãi kh ạ","vi"
"92","5c1212f9770dd50015ce6e1b","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Ví dụ e là ng thứ 21 đến quét thì sẽ k đc fk ạ.","vi"
"93","5c1212f9770dd50015ce6e1e","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Cái khuyến mãi ở quán cf là 1 ly hay trên 1 bill luôn ạ","vi"
"94","5c1212f9770dd50015ce6e1d","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mã Này Quét Tất Cả Các Quán Đăng Ký GONYOY đều được Free ạ ?","vi"
"95","5c1212f9770dd50015ce6e1f","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Tới quán chỉ cần đưa cái mã này cho nhân viên hay sao ạ","vi"
"96","5c1212f9770dd50015ce6e1c","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Dạ chứ ko phải đến quán vevy đưa cod sẽ đc giảm giá trà ạ?","vi"
"97","5c1212f9770dd50015ce6e20","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mọi người kiu nhắn tin cho joy để được gímr giá house of cha","vi"
"98","5c1212f9770dd50015ce6e21","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Nếu qua ngày mới thì mã code phải lấy mã mới hay o ạ","vi"
"99","5c1212f9770dd50015ce6e22","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Joy cho e hỏi có quán trà sữa nài đng giảm giá k ạ","vi"
"100","5c1212f9770dd50015ce6e23","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Chào Joy, mình thấy hướng dẫn nhận mã CODE giảm giả của Euro Bistro.","vi"
"101","5c1212f9770dd50015ce6e25","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Có thể cho e xin mã giảm giá mua 1 tặng 1 không ạ","vi"
"102","5c1212f9770dd50015ce6e24","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Joy có thể cho mình xin mã code của trà sữa very với ak","vi"
"103","5c1212f9770dd50015ce6e26","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","dạ không em muốn lấy mã khuyến mãi mua 1 tặng 1 của maybe","vi"
"104","5c1212f9770dd50015ce6e27","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Bán cái đó ở xingcha tên của nó là dừa dầm đồng giá 19k","vi"
"105","5c1212f9770dd50015ce6e28","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","mua 1 ly nc bất kỳ đc tặng 1 ly bất kì à joy","vi"
"106","5c1212f9770dd50015ce6e2a","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Quán cf mà uống từ ngày 17 đến 20 được tặng bình nước í","vi"
"107","5c1212f9770dd50015ce6e29","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mã này có hiệu lực đến hết 12 6 hay hết hôm nay thôi ạ?","vi"
"108","5c1212f9770dd50015ce6e2b","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Có quán ăn hay uống giảm giá hay khuyến mãi gì ko ạ?","vi"
"109","5c1212f9770dd50015ce6e2c","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","À vâng ạ :v Nhưng mà đây là mã khuyến mãi ạ? :v","vi"
"110","5c1212f9770dd50015ce6e2d","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Mình có thấy quét QR đc 1 tặng 1 ở may be ạ","vi"
"111","5c1212f9770dd50015ce6e07","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Lấy mã mua 1 tặng 1 ntn ah","vi"
"112","5c1212f9770dd50015ce6e08","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Làm sao để nhận mã giảm giá ạ","vi"
"113","5c1212f9770dd50015ce6e09","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Lấy mã đồng giá 19k house of cha","vi"
"114","5c1212f9770dd50015ce6e0a","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Lấy mã cod như thế nào ạ","vi"
"115","5c1212f9770dd50015ce6e0b","faq_promotion","5a502b7306f776d2ffa2fea6",2019-03-05 08:15:12,2018-12-13 14:38:14,FALSE,TRUE,FALSE,0,"5c6e19c7b531d76e930ff248","Lấy mã ở đâu ạ?","vi"
"116","5c120a706c01cb001524c6fa","tich_diem","5a502b7306f776d2ffa2fea6",2018-12-13 16:45:26,2018-12-12 14:33:44,FALSE,TRUE,FALSE,0,"5a502b7306f776d2ffa2fea6","loyalty á","vi"
